date,groupe_age,campagne,DOSES(J07E1),ACTE(VGP),annee,mois,jour_semaine,semaine_annee,DOSES(J07E1)_campagne,ACTE(VGP)_campagne,UNIVERS,PHARMACIES,POURCENTAGE
2023-12-23,65 ans et plus,2023-2024,6571,3590,2023,12,5,51,,,,,
2023-12-23,moins de 65 ans,2023-2024,6206,3215,2023,12,5,51,,,,,
2023-12-24,65 ans et plus,2023-2024,66,34,2023,12,6,51,,,,,
2023-12-24,moins de 65 ans,2023-2024,104,32,2023,12,6,51,,,,,
2023-12-25,65 ans et plus,2023-2024,56,39,2023,12,0,52,,,,,
2023-12-25,moins de 65 ans,2023-2024,66,33,2023,12,0,52,,,,,
2023-12-26,65 ans et plus,2023-2024,11661,7874,2023,12,1,52,,,,,
2023-12-26,moins de 65 ans,2023-2024,7761,4640,2023,12,1,52,,,,,
2023-12-27,65 ans et plus,2023-2024,12304,8479,2023,12,2,52,,,,,
2023-12-27,moins de 65 ans,2023-2024,8234,4951,2023,12,2,52,,,,,
2023-12-28,65 ans et plus,2023-2024,13389,9561,2023,12,3,52,,,,,
2023-12-28,moins de 65 ans,2023-2024,8499,5231,2023,12,3,52,,,,,
2023-12-29,65 ans et plus,2023-2024,13621,9193,2023,12,4,52,,,,,
2023-12-29,moins de 65 ans,2023-2024,8973,5532,2023,12,4,52,,,,,
2023-12-30,65 ans et plus,2023-2024,5778,3584,2023,12,5,52,,,,,
2023-12-30,moins de 65 ans,2023-2024,4963,2757,2023,12,5,52,,,,,
2023-12-31,65 ans et plus,2023-2024,96,35,2023,12,6,52,,,,,
2023-12-31,moins de 65 ans,2023-2024,119,23,2023,12,6,52,,,,,
2024-01-01,65 ans et plus,2023-2024,35,30,2024,1,0,1,,,,,
2024-01-01,moins de 65 ans,2023-2024,63,19,2024,1,0,1,,,,,
2024-01-02,65 ans et plus,2023-2024,12836,9180,2024,1,1,1,,,,,
2024-01-02,moins de 65 ans,2023-2024,7262,4597,2024,1,1,1,,,,,
2024-01-03,65 ans et plus,2023-2024,13066,9448,2024,1,2,1,,,,,
2024-01-03,moins de 65 ans,2023-2024,6709,4236,2024,1,2,1,,,,,
2024-01-04,65 ans et plus,2023-2024,13780,9815,2024,1,3,1,,,,,
2024-01-04,moins de 65 ans,2023-2024,6760,4293,2024,1,3,1,,,,,
2024-01-05,65 ans et plus,2023-2024,14155,10500,2024,1,4,1,,,,,
2024-01-05,moins de 65 ans,2023-2024,8051,5440,2024,1,4,1,,,,,
2024-01-06,65 ans et plus,2023-2024,6702,4356,2024,1,5,1,,,,,
2024-01-06,moins de 65 ans,2023-2024,4933,3228,2024,1,5,1,,,,,
2024-01-07,65 ans et plus,2023-2024,220,57,2024,1,6,1,,,,,
2024-01-07,moins de 65 ans,2023-2024,133,42,2024,1,6,1,,,,,
2024-01-08,65 ans et plus,2023-2024,12153,9058,2024,1,0,2,,,,,
2024-01-08,moins de 65 ans,2023-2024,6272,4029,2024,1,0,2,,,,,
2024-01-09,65 ans et plus,2023-2024,11764,8667,2024,1,1,2,,,,,
2024-01-09,moins de 65 ans,2023-2024,5793,3647,2024,1,1,2,,,,,
2024-01-10,65 ans et plus,2023-2024,8795,6011,2024,1,2,2,,,,,
2024-01-10,moins de 65 ans,2023-2024,5197,2958,2024,1,2,2,,,,,
2024-01-11,65 ans et plus,2023-2024,9735,6830,2024,1,3,2,,,,,
2024-01-11,moins de 65 ans,2023-2024,4898,3159,2024,1,3,2,,,,,
2024-01-12,65 ans et plus,2023-2024,9423,6958,2024,1,4,2,,,,,
2024-01-12,moins de 65 ans,2023-2024,5392,3573,2024,1,4,2,,,,,
2024-01-13,65 ans et plus,2023-2024,4108,2609,2024,1,5,2,,,,,
2024-01-13,moins de 65 ans,2023-2024,3580,2386,2024,1,5,2,,,,,
2024-01-14,65 ans et plus,2023-2024,55,27,2024,1,6,2,,,,,
2024-01-14,moins de 65 ans,2023-2024,78,35,2024,1,6,2,,,,,
2024-01-15,65 ans et plus,2023-2024,7018,4770,2024,1,0,3,,,,,
2024-01-15,moins de 65 ans,2023-2024,4128,2499,2024,1,0,3,,,,,
2024-01-16,65 ans et plus,2023-2024,7703,5694,2024,1,1,3,,,,,
2024-01-16,moins de 65 ans,2023-2024,3854,2407,2024,1,1,3,,,,,
2024-01-17,65 ans et plus,2023-2024,4637,3443,2024,1,2,3,,,,,
2024-01-17,moins de 65 ans,2023-2024,3037,1824,2024,1,2,3,,,,,
2024-01-18,65 ans et plus,2023-2024,4673,3417,2024,1,3,3,,,,,
2024-01-18,moins de 65 ans,2023-2024,2971,1822,2024,1,3,3,,,,,
2024-01-19,65 ans et plus,2023-2024,4802,3382,2024,1,4,3,,,,,
2024-01-19,moins de 65 ans,2023-2024,3102,2012,2024,1,4,3,,,,,
2024-01-20,65 ans et plus,2023-2024,1780,1177,2024,1,5,3,,,,,
2024-01-20,moins de 65 ans,2023-2024,1922,1301,2024,1,5,3,,,,,
2024-01-21,65 ans et plus,2023-2024,21,8,2024,1,6,3,,,,,
2024-01-21,moins de 65 ans,2023-2024,54,27,2024,1,6,3,,,,,
2024-01-22,65 ans et plus,2023-2024,3915,2825,2024,1,0,4,,,,,
2024-01-22,moins de 65 ans,2023-2024,2918,1658,2024,1,0,4,,,,,
2024-01-23,65 ans et plus,2023-2024,4802,3331,2024,1,1,4,,,,,
2024-01-23,moins de 65 ans,2023-2024,2713,1699,2024,1,1,4,,,,,
2024-01-24,65 ans et plus,2023-2024,3884,2583,2024,1,2,4,,,,,
2024-01-24,moins de 65 ans,2023-2024,2561,1489,2024,1,2,4,,,,,
2024-01-25,65 ans et plus,2023-2024,3912,2665,2024,1,3,4,,,,,
2024-01-25,moins de 65 ans,2023-2024,2108,1385,2024,1,3,4,,,,,
2024-01-26,65 ans et plus,2023-2024,3615,2466,2024,1,4,4,,,,,
2024-01-26,moins de 65 ans,2023-2024,2648,1615,2024,1,4,4,,,,,
2024-01-27,65 ans et plus,2023-2024,1711,1092,2024,1,5,4,,,,,
2024-01-27,moins de 65 ans,2023-2024,1764,999,2024,1,5,4,,,,,
2024-01-28,65 ans et plus,2023-2024,68,24,2024,1,6,4,,,,,
2024-01-28,moins de 65 ans,2023-2024,36,9,2024,1,6,4,,,,,
2024-01-29,65 ans et plus,2023-2024,3727,2569,2024,1,0,5,,,,,
2024-01-29,moins de 65 ans,2023-2024,2348,1387,2024,1,0,5,,,,,
2024-01-30,65 ans et plus,2023-2024,3404,2651,2024,1,1,5,,,,,
2024-01-30,moins de 65 ans,2023-2024,2489,1464,2024,1,1,5,,,,,
2024-01-31,65 ans et plus,2023-2024,3064,2234,2024,1,2,5,,,,,
2024-01-31,moins de 65 ans,2023-2024,2304,1485,2024,1,2,5,,,,,
2024-02-01,65 ans et plus,2023-2024,1543,1361,2024,2,3,5,,,,,
2024-02-01,moins de 65 ans,2023-2024,1433,901,2024,2,3,5,,,,,
2024-02-02,65 ans et plus,2023-2024,1995,1613,2024,2,4,5,,,,,
2024-02-02,moins de 65 ans,2023-2024,1752,1124,2024,2,4,5,,,,,
2024-02-03,65 ans et plus,2023-2024,1033,652,2024,2,5,5,,,,,
2024-02-03,moins de 65 ans,2023-2024,1193,797,2024,2,5,5,,,,,
2024-02-04,65 ans et plus,2023-2024,28,16,2024,2,6,5,,,,,
2024-02-04,moins de 65 ans,2023-2024,49,6,2024,2,6,5,,,,,
2024-02-05,65 ans et plus,2023-2024,1563,1173,2024,2,0,6,,,,,
2024-02-05,moins de 65 ans,2023-2024,1401,858,2024,2,0,6,,,,,
2024-02-06,65 ans et plus,2023-2024,1305,1121,2024,2,1,6,,,,,
2024-02-06,moins de 65 ans,2023-2024,1210,742,2024,2,1,6,,,,,
2024-02-07,65 ans et plus,2023-2024,875,701,2024,2,2,6,,,,,
2024-02-07,moins de 65 ans,2023-2024,1111,725,2024,2,2,6,,,,,
2024-02-08,65 ans et plus,2023-2024,1176,898,2024,2,3,6,,,,,
2024-02-08,moins de 65 ans,2023-2024,1076,707,2024,2,3,6,,,,,
2024-02-09,65 ans et plus,2023-2024,898,775,2024,2,4,6,,,,,
2024-02-09,moins de 65 ans,2023-2024,988,649,2024,2,4,6,,,,,
2024-02-10,65 ans et plus,2023-2024,372,272,2024,2,5,6,,,,,
2024-02-10,moins de 65 ans,2023-2024,642,410,2024,2,5,6,,,,,
2024-02-11,65 ans et plus,2023-2024,14,21,2024,2,6,6,,,,,
2024-02-11,moins de 65 ans,2023-2024,18,10,2024,2,6,6,,,,,
2024-02-12,65 ans et plus,2023-2024,576,531,2024,2,0,7,,,,,
2024-02-12,moins de 65 ans,2023-2024,762,556,2024,2,0,7,,,,,
2024-02-13,65 ans et plus,2023-2024,649,534,2024,2,1,7,,,,,
2024-02-13,moins de 65 ans,2023-2024,787,495,2024,2,1,7,,,,,
2024-02-14,65 ans et plus,2023-2024,416,400,2024,2,2,7,,,,,
2024-02-14,moins de 65 ans,2023-2024,692,422,2024,2,2,7,,,,,
2024-02-15,65 ans et plus,2023-2024,550,429,2024,2,3,7,,,,,
2024-02-15,moins de 65 ans,2023-2024,584,432,2024,2,3,7,,,,,
2024-02-16,65 ans et plus,2023-2024,379,393,2024,2,4,7,,,,,
2024-02-16,moins de 65 ans,2023-2024,643,443,2024,2,4,7,,,,,
2024-02-17,65 ans et plus,2023-2024,208,185,2024,2,5,7,,,,,
2024-02-17,moins de 65 ans,2023-2024,401,246,2024,2,5,7,,,,,
2024-02-18,65 ans et plus,2023-2024,4,9,2024,2,6,7,,,,,
2024-02-18,moins de 65 ans,2023-2024,2,9,2024,2,6,7,,,,,
2024-02-19,65 ans et plus,2023-2024,374,404,2024,2,0,8,,,,,
2024-02-19,moins de 65 ans,2023-2024,513,377,2024,2,0,8,,,,,
2024-02-20,65 ans et plus,2023-2024,420,416,2024,2,1,8,,,,,
2024-02-20,moins de 65 ans,2023-2024,575,360,2024,2,1,8,,,,,
2024-02-21,65 ans et plus,2023-2024,283,305,2024,2,2,8,,,,,
2024-02-21,moins de 65 ans,2023-2024,528,305,2024,2,2,8,,,,,
2024-02-22,65 ans et plus,2023-2024,381,294,2024,2,3,8,,,,,
2024-02-22,moins de 65 ans,2023-2024,441,267,2024,2,3,8,,,,,
2024-02-23,65 ans et plus,2023-2024,374,308,2024,2,4,8,,,,,
2024-02-23,moins de 65 ans,2023-2024,472,316,2024,2,4,8,,,,,
2024-02-24,65 ans et plus,2023-2024,144,103,2024,2,5,8,,,,,
2024-02-24,moins de 65 ans,2023-2024,306,211,2024,2,5,8,,,,,
2024-02-25,65 ans et plus,2023-2024,6,5,2024,2,6,8,,,,,
2024-02-25,moins de 65 ans,2023-2024,7,8,2024,2,6,8,,,,,
2024-02-26,65 ans et plus,2023-2024,253,270,2024,2,0,9,,,,,
2024-02-26,moins de 65 ans,2023-2024,374,283,2024,2,0,9,,,,,
2024-02-27,65 ans et plus,2023-2024,323,320,2024,2,1,9,,,,,
2024-02-27,moins de 65 ans,2023-2024,405,292,2024,2,1,9,,,,,
2024-02-28,65 ans et plus,2023-2024,334,261,2024,2,2,9,10510433.0,5645127.0,20585.0,16946.0,83.0
2024-02-28,moins de 65 ans,2023-2024,467,278,2024,2,2,9,10510433.0,5645127.0,20585.0,16946.0,83.0
2024-10-15,65 ans et plus,2024-2025,341944,146334,2024,10,1,42,,,,,
2024-10-15,moins de 65 ans,2024-2025,91436,44589,2024,10,1,42,,,,,
2024-10-16,65 ans et plus,2024-2025,255443,115083,2024,10,2,42,,,,,
2024-10-16,moins de 65 ans,2024-2025,69248,34347,2024,10,2,42,,,,,
2024-10-17,65 ans et plus,2024-2025,233798,110854,2024,10,3,42,,,,,
2024-10-17,moins de 65 ans,2024-2025,58682,30414,2024,10,3,42,,,,,
2024-10-18,65 ans et plus,2024-2025,224778,109709,2024,10,4,42,,,,,
2024-10-18,moins de 65 ans,2024-2025,62795,34582,2024,10,4,42,,,,,
2024-10-19,65 ans et plus,2024-2025,86732,31866,2024,10,5,42,,,,,
2024-10-19,moins de 65 ans,2024-2025,37235,19072,2024,10,5,42,,,,,
2024-10-20,65 ans et plus,2024-2025,1551,396,2024,10,6,42,,,,,
2024-10-20,moins de 65 ans,2024-2025,559,250,2024,10,6,42,,,,,
2024-10-21,65 ans et plus,2024-2025,197652,98966,2024,10,0,43,,,,,
2024-10-21,moins de 65 ans,2024-2025,53840,28323,2024,10,0,43,,,,,
2024-10-22,65 ans et plus,2024-2025,230897,121847,2024,10,1,43,,,,,
2024-10-22,moins de 65 ans,2024-2025,56879,30945,2024,10,1,43,,,,,
2024-10-23,65 ans et plus,2024-2025,182718,91773,2024,10,2,43,,,,,
2024-10-23,moins de 65 ans,2024-2025,49005,25787,2024,10,2,43,,,,,
2024-10-24,65 ans et plus,2024-2025,180034,93236,2024,10,3,43,,,,,
2024-10-24,moins de 65 ans,2024-2025,47625,25277,2024,10,3,43,,,,,
2024-10-25,65 ans et plus,2024-2025,175682,92645,2024,10,4,43,,,,,
2024-10-25,moins de 65 ans,2024-2025,54557,30962,2024,10,4,43,,,,,
2024-10-26,65 ans et plus,2024-2025,69793,26970,2024,10,5,43,,,,,
2024-10-26,moins de 65 ans,2024-2025,31719,16784,2024,10,5,43,,,,,
2024-10-27,65 ans et plus,2024-2025,1108,317,2024,10,6,43,,,,,
2024-10-27,moins de 65 ans,2024-2025,423,202,2024,10,6,43,,,,,
2024-10-28,65 ans et plus,2024-2025,183917,97442,2024,10,0,44,,,,,
2024-10-28,moins de 65 ans,2024-2025,53895,28962,2024,10,0,44,,,,,
2024-10-29,65 ans et plus,2024-2025,209586,116049,2024,10,1,44,,,,,
2024-10-29,moins de 65 ans,2024-2025,56023,31500,2024,10,1,44,,,,,
2024-10-30,65 ans et plus,2024-2025,171559,89703,2024,10,2,44,,,,,
2024-10-30,moins de 65 ans,2024-2025,50491,27159,2024,10,2,44,,,,,
2024-10-31,65 ans et plus,2024-2025,170713,92243,2024,10,3,44,,,,,
2024-10-31,moins de 65 ans,2024-2025,53897,30762,2024,10,3,44,,,,,
2024-11-01,65 ans et plus,2024-2025,1864,618,2024,11,4,44,,,,,
2024-11-01,moins de 65 ans,2024-2025,777,385,2024,11,4,44,,,,,
2024-11-02,65 ans et plus,2024-2025,78009,31433,2024,11,5,44,,,,,
2024-11-02,moins de 65 ans,2024-2025,33741,17888,2024,11,5,44,,,,,
2024-11-03,65 ans et plus,2024-2025,694,272,2024,11,6,44,,,,,
2024-11-03,moins de 65 ans,2024-2025,312,185,2024,11,6,44,,,,,
2024-11-04,65 ans et plus,2024-2025,222190,125505,2024,11,0,45,,,,,
2024-11-04,moins de 65 ans,2024-2025,56423,31148,2024,11,0,45,,,,,
2024-11-05,65 ans et plus,2024-2025,262013,157029,2024,11,1,45,,,,,
2024-11-05,moins de 65 ans,2024-2025,61032,34311,2024,11,1,45,,,,,
2024-11-06,65 ans et plus,2024-2025,204412,119631,2024,11,2,45,,,,,
2024-11-06,moins de 65 ans,2024-2025,53794,29642,2024,11,2,45,,,,,
2024-11-07,65 ans et plus,2024-2025,214453,129837,2024,11,3,45,,,,,
2024-11-07,moins de 65 ans,2024-2025,53429,30268,2024,11,3,45,,,,,
2024-11-08,65 ans et plus,2024-2025,209961,130518,2024,11,4,45,,,,,
2024-11-08,moins de 65 ans,2024-2025,62962,38389,2024,11,4,45,,,,,
2024-11-09,65 ans et plus,2024-2025,76950,35262,2024,11,5,45,,,,,
2024-11-09,moins de 65 ans,2024-2025,39595,22305,2024,11,5,45,,,,,
2024-11-10,65 ans et plus,2024-2025,1033,298,2024,11,6,45,,,,,
2024-11-10,moins de 65 ans,2024-2025,497,238,2024,11,6,45,,,,,
2024-11-11,65 ans et plus,2024-2025,1632,681,2024,11,0,46,,,,,
2024-11-11,moins de 65 ans,2024-2025,715,369,2024,11,0,46,,,,,
2024-11-12,65 ans et plus,2024-2025,270807,171854,2024,11,1,46,,,,,
2024-11-12,moins de 65 ans,2024-2025,63405,37041,2024,11,1,46,,,,,
2024-11-13,65 ans et plus,2024-2025,220083,139972,2024,11,2,46,,,,,
2024-11-13,moins de 65 ans,2024-2025,56767,32282,2024,11,2,46,,,,,
2024-11-14,65 ans et plus,2024-2025,221578,145403,2024,11,3,46,,,,,
2024-11-14,moins de 65 ans,2024-2025,54163,32075,2024,11,3,46,,,,,
2024-11-15,65 ans et plus,2024-2025,209196,140714,2024,11,4,46,,,,,
2024-11-15,moins de 65 ans,2024-2025,61328,38595,2024,11,4,46,,,,,
2024-11-16,65 ans et plus,2024-2025,68433,35611,2024,11,5,46,,,,,
2024-11-16,moins de 65 ans,2024-2025,37109,21404,2024,11,5,46,,,,,
2024-11-17,65 ans et plus,2024-2025,554,212,2024,11,6,46,,,,,
2024-11-17,moins de 65 ans,2024-2025,425,193,2024,11,6,46,,,,,
2024-11-18,65 ans et plus,2024-2025,183173,124035,2024,11,0,47,,,,,
2024-11-18,moins de 65 ans,2024-2025,49584,29612,2024,11,0,47,,,,,
2024-11-19,65 ans et plus,2024-2025,196775,137240,2024,11,1,47,,,,,
2024-11-19,moins de 65 ans,2024-2025,49103,29923,2024,11,1,47,,,,,
2024-11-20,65 ans et plus,2024-2025,164260,112235,2024,11,2,47,,,,,
2024-11-20,moins de 65 ans,2024-2025,47866,28696,2024,11,2,47,,,,,
2024-11-21,65 ans et plus,2024-2025,131390,89737,2024,11,3,47,,,,,
2024-11-21,moins de 65 ans,2024-2025,39919,24223,2024,11,3,47,,,,,
2024-11-22,65 ans et plus,2024-2025,138277,95503,2024,11,4,47,,,,,
2024-11-22,moins de 65 ans,2024-2025,48146,31206,2024,11,4,47,,,,,
2024-11-23,65 ans et plus,2024-2025,49025,27265,2024,11,5,47,,,,,
2024-11-23,moins de 65 ans,2024-2025,30621,18461,2024,11,5,47,,,,,
2024-11-24,65 ans et plus,2024-2025,352,169,2024,11,6,47,,,,,
2024-11-24,moins de 65 ans,2024-2025,497,280,2024,11,6,47,,,,,
2024-11-25,65 ans et plus,2024-2025,124967,88069,2024,11,0,48,,,,,
2024-11-25,moins de 65 ans,2024-2025,38550,23751,2024,11,0,48,,,,,
2024-11-26,65 ans et plus,2024-2025,145384,105205,2024,11,1,48,,,,,
2024-11-26,moins de 65 ans,2024-2025,39112,24108,2024,11,1,48,,,,,
2024-11-27,65 ans et plus,2024-2025,103064,71564,2024,11,2,48,,,,,
2024-11-27,moins de 65 ans,2024-2025,34006,20752,2024,11,2,48,,,,,
2024-11-28,65 ans et plus,2024-2025,107901,77904,2024,11,3,48,,,,,
2024-11-28,moins de 65 ans,2024-2025,32652,19804,2024,11,3,48,,,,,
2024-11-29,65 ans et plus,2024-2025,96897,69976,2024,11,4,48,,,,,
2024-11-29,moins de 65 ans,2024-2025,36245,23758,2024,11,4,48,,,,,
2024-11-30,65 ans et plus,2024-2025,32920,19081,2024,11,5,48,,,,,
2024-11-30,moins de 65 ans,2024-2025,22506,13478,2024,11,5,48,,,,,
2024-12-01,65 ans et plus,2024-2025,492,311,2024,12,6,48,,,,,
2024-12-01,moins de 65 ans,2024-2025,443,228,2024,12,6,48,,,,,
2024-12-02,65 ans et plus,2024-2025,84249,61894,2024,12,0,49,,,,,
2024-12-02,moins de 65 ans,2024-2025,28930,18342,2024,12,0,49,,,,,
2024-12-03,65 ans et plus,2024-2025,94997,70670,2024,12,1,49,,,,,
2024-12-03,moins de 65 ans,2024-2025,29999,19193,2024,12,1,49,,,,,
2024-12-04,65 ans et plus,2024-2025,71796,51358,2024,12,2,49,,,,,
2024-12-04,moins de 65 ans,2024-2025,26682,16626,2024,12,2,49,,,,,
2024-12-05,65 ans et plus,2024-2025,77707,57999,2024,12,3,49,,,,,
2024-12-05,moins de 65 ans,2024-2025,28097,18041,2024,12,3,49,,,,,
2024-12-06,65 ans et plus,2024-2025,84020,64257,2024,12,4,49,,,,,
2024-12-06,moins de 65 ans,2024-2025,32631,22473,2024,12,4,49,,,,,
2024-12-07,65 ans et plus,2024-2025,26363,16828,2024,12,5,49,,,,,
2024-12-07,moins de 65 ans,2024-2025,20474,13734,2024,12,5,49,,,,,
2024-12-08,65 ans et plus,2024-2025,138,117,2024,12,6,49,,,,,
2024-12-08,moins de 65 ans,2024-2025,344,223,2024,12,6,49,,,,,
2024-12-09,65 ans et plus,2024-2025,69465,52025,2024,12,0,50,,,,,
2024-12-09,moins de 65 ans,2024-2025,26429,17639,2024,12,0,50,,,,,
2024-12-10,65 ans et plus,2024-2025,76673,58186,2024,12,1,50,,,,,
2024-12-10,moins de 65 ans,2024-2025,26913,17887,2024,12,1,50,,,,,
2024-12-11,65 ans et plus,2024-2025,57984,43167,2024,12,2,50,,,,,
2024-12-11,moins de 65 ans,2024-2025,24708,16199,2024,12,2,50,,,,,
2024-12-12,65 ans et plus,2024-2025,57749,43518,2024,12,3,50,,,,,
2024-12-12,moins de 65 ans,2024-2025,22797,15079,2024,12,3,50,,,,,
2024-12-13,65 ans et plus,2024-2025,56263,42840,2024,12,4,50,,,,,
2024-12-13,moins de 65 ans,2024-2025,26394,18487,2024,12,4,50,,,,,
2024-12-14,65 ans et plus,2024-2025,23331,16144,2024,12,5,50,,,,,
2024-12-14,moins de 65 ans,2024-2025,18696,13007,2024,12,5,50,,,,,
2024-12-15,65 ans et plus,2024-2025,173,130,2024,12,6,50,,,,,
2024-12-15,moins de 65 ans,2024-2025,267,158,2024,12,6,50,,,,,
2024-12-16,65 ans et plus,2024-2025,47355,36943,2024,12,0,51,,,,,
2024-12-16,moins de 65 ans,2024-2025,21862,14713,2024,12,0,51,,,,,
2024-12-17,65 ans et plus,2024-2025,47018,36200,2024,12,1,51,,,,,
2024-12-17,moins de 65 ans,2024-2025,21087,14431,2024,12,1,51,,,,,
2024-12-18,65 ans et plus,2024-2025,33531,25389,2024,12,2,51,,,,,
2024-12-18,moins de 65 ans,2024-2025,18387,12358,2024,12,2,51,,,,,
2024-12-19,65 ans et plus,2024-2025,34301,26137,2024,12,3,51,,,,,
2024-12-19,moins de 65 ans,2024-2025,16840,11277,2024,12,3,51,,,,,
2024-12-20,65 ans et plus,2024-2025,32141,24615,2024,12,4,51,,,,,
2024-12-20,moins de 65 ans,2024-2025,18875,13160,2024,12,4,51,,,,,
2024-12-21,65 ans et plus,2024-2025,11538,8111,2024,12,5,51,,,,,
2024-12-21,moins de 65 ans,2024-2025,11140,7705,2024,12,5,51,,,,,
2024-12-22,65 ans et plus,2024-2025,87,84,2024,12,6,51,,,,,
2024-12-22,moins de 65 ans,2024-2025,247,99,2024,12,6,51,,,,,
2024-12-23,65 ans et plus,2024-2025,13663,9667,2024,12,0,52,,,,,
2024-12-23,moins de 65 ans,2024-2025,11161,7066,2024,12,0,52,,,,,
2024-12-24,65 ans et plus,2024-2025,6668,3747,2024,12,1,52,,,,,
2024-12-24,moins de 65 ans,2024-2025,5524,2947,2024,12,1,52,,,,,
2024-12-25,65 ans et plus,2024-2025,44,19,2024,12,2,52,,,,,
2024-12-25,moins de 65 ans,2024-2025,60,46,2024,12,2,52,,,,,
2024-12-26,65 ans et plus,2024-2025,10456,7243,2024,12,3,52,,,,,
2024-12-26,moins de 65 ans,2024-2025,7941,5271,2024,12,3,52,,,,,
2024-12-27,65 ans et plus,2024-2025,24893,19593,2024,12,4,52,,,,,
2024-12-27,moins de 65 ans,2024-2025,13271,9549,2024,12,4,52,,,,,
2024-12-28,65 ans et plus,2024-2025,24737,18461,2024,12,5,52,,,,,
2024-12-28,moins de 65 ans,2024-2025,14765,10646,2024,12,5,52,,,,,
2024-12-29,65 ans et plus,2024-2025,146,65,2024,12,6,52,,,,,
2024-12-29,moins de 65 ans,2024-2025,150,79,2024,12,6,52,,,,,
2024-12-30,65 ans et plus,2024-2025,22866,16941,2024,12,0,1,,,,,
2024-12-30,moins de 65 ans,2024-2025,14216,9898,2024,12,0,1,,,,,
2024-12-31,65 ans et plus,2024-2025,11288,7189,2024,12,1,1,,,,,
2024-12-31,moins de 65 ans,2024-2025,8242,4990,2024,12,1,1,,,,,
2025-01-01,65 ans et plus,2024-2025,55,26,2025,1,2,1,,,,,
2025-01-01,moins de 65 ans,2024-2025,71,40,2025,1,2,1,,,,,
2025-01-02,65 ans et plus,2024-2025,14582,10685,2025,1,3,1,,,,,
2025-01-02,moins de 65 ans,2024-2025,10370,7198,2025,1,3,1,,,,,
2025-01-03,65 ans et plus,2024-2025,22316,17166,2025,1,4,1,,,,,
2025-01-03,moins de 65 ans,2024-2025,13820,10145,2025,1,4,1,,,,,
2025-01-04,65 ans et plus,2024-2025,13546,9966,2025,1,5,1,,,,,
2025-01-04,moins de 65 ans,2024-2025,11390,8336,2025,1,5,1,,,,,
2025-01-05,65 ans et plus,2024-2025,122,56,2025,1,6,1,,,,,
2025-01-05,moins de 65 ans,2024-2025,201,117,2025,1,6,1,,,,,
2025-01-06,65 ans et plus,2024-2025,22458,17266,2025,1,0,2,,,,,
2025-01-06,moins de 65 ans,2024-2025,13924,9941,2025,1,0,2,,,,,
2025-01-07,65 ans et plus,2024-2025,28110,22265,2025,1,1,2,,,,,
2025-01-07,moins de 65 ans,2024-2025,15674,11417,2025,1,1,2,,,,,
2025-01-08,65 ans et plus,2024-2025,20858,16144,2025,1,2,2,,,,,
2025-01-08,moins de 65 ans,2024-2025,14839,10697,2025,1,2,2,,,,,
2025-01-09,65 ans et plus,2024-2025,24930,19614,2025,1,3,2,,,,,
2025-01-09,moins de 65 ans,2024-2025,15876,11310,2025,1,3,2,,,,,
2025-01-10,65 ans et plus,2024-2025,31959,25730,2025,1,4,2,,,,,
2025-01-10,moins de 65 ans,2024-2025,22250,16703,2025,1,4,2,,,,,
2025-01-11,65 ans et plus,2024-2025,18553,14347,2025,1,5,2,,,,,
2025-01-11,moins de 65 ans,2024-2025,18490,13881,2025,1,5,2,,,,,
2025-01-12,65 ans et plus,2024-2025,196,129,2025,1,6,2,,,,,
2025-01-12,moins de 65 ans,2024-2025,348,213,2025,1,6,2,,,,,
2025-01-13,65 ans et plus,2024-2025,23140,18563,2025,1,0,3,,,,,
2025-01-13,moins de 65 ans,2024-2025,16156,12231,2025,1,0,3,,,,,
2025-01-14,65 ans et plus,2024-2025,17996,14240,2025,1,1,3,,,,,
2025-01-14,moins de 65 ans,2024-2025,13044,9537,2025,1,1,3,,,,,
2025-01-15,65 ans et plus,2024-2025,13942,10780,2025,1,2,3,,,,,
2025-01-15,moins de 65 ans,2024-2025,11677,8479,2025,1,2,3,,,,,
2025-01-16,65 ans et plus,2024-2025,13792,10705,2025,1,3,3,,,,,
2025-01-16,moins de 65 ans,2024-2025,10144,7213,2025,1,3,3,,,,,
2025-01-17,65 ans et plus,2024-2025,18577,14780,2025,1,4,3,,,,,
2025-01-17,moins de 65 ans,2024-2025,12691,9705,2025,1,4,3,,,,,
2025-01-18,65 ans et plus,2024-2025,11898,9188,2025,1,5,3,,,,,
2025-01-18,moins de 65 ans,2024-2025,11089,8370,2025,1,5,3,,,,,
2025-01-19,65 ans et plus,2024-2025,111,62,2025,1,6,3,,,,,
2025-01-19,moins de 65 ans,2024-2025,179,89,2025,1,6,3,,,,,
2025-01-20,65 ans et plus,2024-2025,14274,11484,2025,1,0,4,,,,,
2025-01-20,moins de 65 ans,2024-2025,9855,7401,2025,1,0,4,,,,,
2025-01-21,65 ans et plus,2024-2025,10698,7799,2025,1,1,4,,,,,
2025-01-21,moins de 65 ans,2024-2025,7832,5465,2025,1,1,4,,,,,
2025-01-22,65 ans et plus,2024-2025,9634,7162,2025,1,2,4,,,,,
2025-01-22,moins de 65 ans,2024-2025,7771,5395,2025,1,2,4,,,,,
2025-01-23,65 ans et plus,2024-2025,16607,12771,2025,1,3,4,,,,,
2025-01-23,moins de 65 ans,2024-2025,11377,8216,2025,1,3,4,,,,,
