date,groupe_age,campagne,DOSES(J07E1),ACTE(VGP),annee,mois,jour_semaine,semaine_annee,DOSES(J07E1)_campagne,ACTE(VGP)_campagne,UNIVERS,PHARMACIES,POURCENTAGE
2022-11-19,65 ans et plus,2022-2023,65350,27756,2022,11,5,46,,,,,
2022-11-19,moins de 65 ans,2022-2023,36452,16166,2022,11,5,46,,,,,
2022-11-20,65 ans et plus,2022-2023,973,351,2022,11,6,46,,,,,
2022-11-20,moins de 65 ans,2022-2023,482,192,2022,11,6,46,,,,,
2022-11-21,65 ans et plus,2022-2023,146403,85889,2022,11,0,47,,,,,
2022-11-21,moins de 65 ans,2022-2023,47030,21640,2022,11,0,47,,,,,
2022-11-22,65 ans et plus,2022-2023,178170,108182,2022,11,1,47,,,,,
2022-11-22,moins de 65 ans,2022-2023,51545,23681,2022,11,1,47,,,,,
2022-11-23,65 ans et plus,2022-2023,138213,82683,2022,11,2,47,,,,,
2022-11-23,moins de 65 ans,2022-2023,46684,20843,2022,11,2,47,,,,,
2022-11-24,65 ans et plus,2022-2023,178212,113051,2022,11,3,47,,,,,
2022-11-24,moins de 65 ans,2022-2023,57673,27949,2022,11,3,47,,,,,
2022-11-25,65 ans et plus,2022-2023,164974,105133,2022,11,4,47,,,,,
2022-11-25,moins de 65 ans,2022-2023,63426,32298,2022,11,4,47,,,,,
2022-11-26,65 ans et plus,2022-2023,63169,31500,2022,11,5,47,,,,,
2022-11-26,moins de 65 ans,2022-2023,41678,19859,2022,11,5,47,,,,,
2022-11-27,65 ans et plus,2022-2023,620,356,2022,11,6,47,,,,,
2022-11-27,moins de 65 ans,2022-2023,708,271,2022,11,6,47,,,,,
2022-11-28,65 ans et plus,2022-2023,148720,96937,2022,11,0,48,,,,,
2022-11-28,moins de 65 ans,2022-2023,54561,27370,2022,11,0,48,,,,,
2022-11-29,65 ans et plus,2022-2023,163771,107953,2022,11,1,48,,,,,
2022-11-29,moins de 65 ans,2022-2023,56787,29006,2022,11,1,48,,,,,
2022-11-30,65 ans et plus,2022-2023,148711,96493,2022,11,2,48,,,,,
2022-11-30,moins de 65 ans,2022-2023,62480,31432,2022,11,2,48,,,,,
2022-12-01,65 ans et plus,2022-2023,144823,98508,2022,12,3,48,,,,,
2022-12-01,moins de 65 ans,2022-2023,56161,30236,2022,12,3,48,,,,,
2022-12-02,65 ans et plus,2022-2023,116458,79211,2022,12,4,48,,,,,
2022-12-02,moins de 65 ans,2022-2023,55703,31255,2022,12,4,48,,,,,
2022-12-03,65 ans et plus,2022-2023,51716,28893,2022,12,5,48,,,,,
2022-12-03,moins de 65 ans,2022-2023,40984,21594,2022,12,5,48,,,,,
2022-12-04,65 ans et plus,2022-2023,601,452,2022,12,6,48,,,,,
2022-12-04,moins de 65 ans,2022-2023,788,387,2022,12,6,48,,,,,
2022-12-05,65 ans et plus,2022-2023,104995,70748,2022,12,0,49,,,,,
2022-12-05,moins de 65 ans,2022-2023,47891,26284,2022,12,0,49,,,,,
2022-12-06,65 ans et plus,2022-2023,102454,69332,2022,12,1,49,,,,,
2022-12-06,moins de 65 ans,2022-2023,46135,25114,2022,12,1,49,,,,,
2022-12-07,65 ans et plus,2022-2023,72112,47388,2022,12,2,49,,,,,
2022-12-07,moins de 65 ans,2022-2023,39354,21351,2022,12,2,49,,,,,
2022-12-08,65 ans et plus,2022-2023,68653,44881,2022,12,3,49,,,,,
2022-12-08,moins de 65 ans,2022-2023,37284,20088,2022,12,3,49,,,,,
2022-12-09,65 ans et plus,2022-2023,60906,39396,2022,12,4,49,,,,,
2022-12-09,moins de 65 ans,2022-2023,38786,21879,2022,12,4,49,,,,,
2022-12-10,65 ans et plus,2022-2023,25537,14869,2022,12,5,49,,,,,
2022-12-10,moins de 65 ans,2022-2023,27047,15165,2022,12,5,49,,,,,
2022-12-11,65 ans et plus,2022-2023,374,287,2022,12,6,49,,,,,
2022-12-11,moins de 65 ans,2022-2023,581,327,2022,12,6,49,,,,,
2022-12-12,65 ans et plus,2022-2023,47777,32312,2022,12,0,50,,,,,
2022-12-12,moins de 65 ans,2022-2023,30739,17412,2022,12,0,50,,,,,
2022-12-13,65 ans et plus,2022-2023,48519,33320,2022,12,1,50,,,,,
2022-12-13,moins de 65 ans,2022-2023,29773,17091,2022,12,1,50,,,,,
2022-12-14,65 ans et plus,2022-2023,36454,23880,2022,12,2,50,,,,,
2022-12-14,moins de 65 ans,2022-2023,26030,14236,2022,12,2,50,,,,,
2022-12-15,65 ans et plus,2022-2023,36224,25051,2022,12,3,50,,,,,
2022-12-15,moins de 65 ans,2022-2023,24801,14004,2022,12,3,50,,,,,
2022-12-16,65 ans et plus,2022-2023,34752,24233,2022,12,4,50,,,,,
2022-12-16,moins de 65 ans,2022-2023,26730,15723,2022,12,4,50,,,,,
2022-12-17,65 ans et plus,2022-2023,14441,9059,2022,12,5,50,,,,,
2022-12-17,moins de 65 ans,2022-2023,17386,9576,2022,12,5,50,,,,,
2022-12-18,65 ans et plus,2022-2023,245,195,2022,12,6,50,,,,,
2022-12-18,moins de 65 ans,2022-2023,468,254,2022,12,6,50,,,,,
2022-12-19,65 ans et plus,2022-2023,25503,17325,2022,12,0,51,,,,,
2022-12-19,moins de 65 ans,2022-2023,20664,11937,2022,12,0,51,,,,,
2022-12-20,65 ans et plus,2022-2023,25271,17418,2022,12,1,51,,,,,
2022-12-20,moins de 65 ans,2022-2023,19723,11801,2022,12,1,51,,,,,
2022-12-21,65 ans et plus,2022-2023,20041,13496,2022,12,2,51,,,,,
2022-12-21,moins de 65 ans,2022-2023,17106,9952,2022,12,2,51,,,,,
2022-12-22,65 ans et plus,2022-2023,17867,11721,2022,12,3,51,,,,,
2022-12-22,moins de 65 ans,2022-2023,15903,9220,2022,12,3,51,,,,,
2022-12-23,65 ans et plus,2022-2023,13642,8593,2022,12,4,51,,,,,
2022-12-23,moins de 65 ans,2022-2023,13896,7279,2022,12,4,51,,,,,
2022-12-24,65 ans et plus,2022-2023,4136,2134,2022,12,5,51,,,,,
2022-12-24,moins de 65 ans,2022-2023,5149,2159,2022,12,5,51,,,,,
2022-12-25,65 ans et plus,2022-2023,59,82,2022,12,6,51,,,,,
2022-12-25,moins de 65 ans,2022-2023,140,53,2022,12,6,51,,,,,
2022-12-26,65 ans et plus,2022-2023,10136,6797,2022,12,0,52,,,,,
2022-12-26,moins de 65 ans,2022-2023,10347,6200,2022,12,0,52,,,,,
2022-12-27,65 ans et plus,2022-2023,15384,11008,2022,12,1,52,,,,,
2022-12-27,moins de 65 ans,2022-2023,13009,8080,2022,12,1,52,,,,,
2022-12-28,65 ans et plus,2022-2023,14128,10033,2022,12,2,52,,,,,
2022-12-28,moins de 65 ans,2022-2023,12763,7865,2022,12,2,52,,,,,
2022-12-29,65 ans et plus,2022-2023,18897,13437,2022,12,3,52,,,,,
2022-12-29,moins de 65 ans,2022-2023,17482,10832,2022,12,3,52,,,,,
2022-12-30,65 ans et plus,2022-2023,13018,8934,2022,12,4,52,,,,,
2022-12-30,moins de 65 ans,2022-2023,13799,7824,2022,12,4,52,,,,,
2022-12-31,65 ans et plus,2022-2023,4704,2360,2022,12,5,52,,,,,
2022-12-31,moins de 65 ans,2022-2023,5020,2485,2022,12,5,52,,,,,
2023-01-01,65 ans et plus,2022-2023,39,92,2023,1,6,52,,,,,
2023-01-01,moins de 65 ans,2022-2023,120,59,2023,1,6,52,,,,,
2023-01-02,65 ans et plus,2022-2023,10634,7566,2023,1,0,1,,,,,
2023-01-02,moins de 65 ans,2022-2023,10685,6746,2023,1,0,1,,,,,
2023-01-03,65 ans et plus,2022-2023,13005,9836,2023,1,1,1,,,,,
2023-01-03,moins de 65 ans,2022-2023,10392,6610,2023,1,1,1,,,,,
2023-01-04,65 ans et plus,2022-2023,10910,7703,2023,1,2,1,,,,,
2023-01-04,moins de 65 ans,2022-2023,9081,5673,2023,1,2,1,,,,,
2023-01-05,65 ans et plus,2022-2023,10224,7272,2023,1,3,1,,,,,
2023-01-05,moins de 65 ans,2022-2023,8248,5231,2023,1,3,1,,,,,
2023-01-06,65 ans et plus,2022-2023,9548,6699,2023,1,4,1,,,,,
2023-01-06,moins de 65 ans,2022-2023,8671,5700,2023,1,4,1,,,,,
2023-01-07,65 ans et plus,2022-2023,3701,2444,2023,1,5,1,,,,,
2023-01-07,moins de 65 ans,2022-2023,4923,3002,2023,1,5,1,,,,,
2023-01-08,65 ans et plus,2022-2023,175,61,2023,1,6,1,,,,,
2023-01-08,moins de 65 ans,2022-2023,154,84,2023,1,6,1,,,,,
2023-01-09,65 ans et plus,2022-2023,6352,4665,2023,1,0,2,,,,,
2023-01-09,moins de 65 ans,2022-2023,5939,3550,2023,1,0,2,,,,,
2023-01-10,65 ans et plus,2022-2023,6542,4954,2023,1,1,2,,,,,
2023-01-10,moins de 65 ans,2022-2023,5362,3398,2023,1,1,2,,,,,
2023-01-11,65 ans et plus,2022-2023,5042,3857,2023,1,2,2,,,,,
2023-01-11,moins de 65 ans,2022-2023,4664,2899,2023,1,2,2,,,,,
2023-01-12,65 ans et plus,2022-2023,5037,3900,2023,1,3,2,,,,,
2023-01-12,moins de 65 ans,2022-2023,4402,2637,2023,1,3,2,,,,,
2023-01-13,65 ans et plus,2022-2023,4842,3643,2023,1,4,2,,,,,
2023-01-13,moins de 65 ans,2022-2023,4255,2836,2023,1,4,2,,,,,
2023-01-14,65 ans et plus,2022-2023,2050,1468,2023,1,5,2,,,,,
2023-01-14,moins de 65 ans,2022-2023,2391,1592,2023,1,5,2,,,,,
2023-01-15,65 ans et plus,2022-2023,50,73,2023,1,6,2,,,,,
2023-01-15,moins de 65 ans,2022-2023,120,73,2023,1,6,2,,,,,
2023-01-16,65 ans et plus,2022-2023,3848,2741,2023,1,0,3,,,,,
2023-01-16,moins de 65 ans,2022-2023,3374,2062,2023,1,0,3,,,,,
2023-01-17,65 ans et plus,2022-2023,4050,3094,2023,1,1,3,,,,,
2023-01-17,moins de 65 ans,2022-2023,3467,2207,2023,1,1,3,,,,,
2023-01-18,65 ans et plus,2022-2023,3132,2555,2023,1,2,3,,,,,
2023-01-18,moins de 65 ans,2022-2023,2988,1818,2023,1,2,3,,,,,
2023-01-19,65 ans et plus,2022-2023,2676,2166,2023,1,3,3,,,,,
2023-01-19,moins de 65 ans,2022-2023,2876,1861,2023,1,3,3,,,,,
2023-01-20,65 ans et plus,2022-2023,3199,2086,2023,1,4,3,,,,,
2023-01-20,moins de 65 ans,2022-2023,2661,1858,2023,1,4,3,,,,,
2023-01-21,65 ans et plus,2022-2023,1243,857,2023,1,5,3,,,,,
2023-01-21,moins de 65 ans,2022-2023,1482,1032,2023,1,5,3,,,,,
2023-01-22,65 ans et plus,2022-2023,42,76,2023,1,6,3,,,,,
2023-01-22,moins de 65 ans,2022-2023,89,82,2023,1,6,3,,,,,
2023-01-23,65 ans et plus,2022-2023,2448,2010,2023,1,0,4,,,,,
2023-01-23,moins de 65 ans,2022-2023,2223,1432,2023,1,0,4,,,,,
2023-01-24,65 ans et plus,2022-2023,2675,2177,2023,1,1,4,,,,,
2023-01-24,moins de 65 ans,2022-2023,2383,1473,2023,1,1,4,,,,,
2023-01-25,65 ans et plus,2022-2023,2342,1611,2023,1,2,4,,,,,
2023-01-25,moins de 65 ans,2022-2023,1914,1207,2023,1,2,4,,,,,
2023-01-26,65 ans et plus,2022-2023,2354,1612,2023,1,3,4,,,,,
2023-01-26,moins de 65 ans,2022-2023,1997,1258,2023,1,3,4,,,,,
2023-01-27,65 ans et plus,2022-2023,2730,1745,2023,1,4,4,,,,,
2023-01-27,moins de 65 ans,2022-2023,2230,1258,2023,1,4,4,,,,,
2023-01-28,65 ans et plus,2022-2023,1123,754,2023,1,5,4,,,,,
2023-01-28,moins de 65 ans,2022-2023,1189,742,2023,1,5,4,,,,,
2023-01-29,65 ans et plus,2022-2023,84,88,2023,1,6,4,,,,,
2023-01-29,moins de 65 ans,2022-2023,54,30,2023,1,6,4,,,,,
2023-01-30,65 ans et plus,2022-2023,2401,1654,2023,1,0,5,,,,,
2023-01-30,moins de 65 ans,2022-2023,1903,1219,2023,1,0,5,,,,,
2023-01-31,65 ans et plus,2022-2023,2441,1830,2023,1,1,5,,,,,
2023-01-31,moins de 65 ans,2022-2023,2076,1231,2023,1,1,5,,,,,
2023-02-01,65 ans et plus,2022-2023,800,682,2023,2,2,5,,,,,
2023-02-01,moins de 65 ans,2022-2023,1215,713,2023,2,2,5,,,,,
2023-02-02,65 ans et plus,2022-2023,1226,689,2023,2,3,5,,,,,
2023-02-02,moins de 65 ans,2022-2023,996,637,2023,2,3,5,,,,,
2023-02-03,65 ans et plus,2022-2023,765,659,2023,2,4,5,,,,,
2023-02-03,moins de 65 ans,2022-2023,1007,620,2023,2,4,5,,,,,
2023-02-04,65 ans et plus,2022-2023,461,252,2023,2,5,5,,,,,
2023-02-04,moins de 65 ans,2022-2023,498,297,2023,2,5,5,,,,,
2023-02-05,65 ans et plus,2022-2023,31,14,2023,2,6,5,,,,,
2023-02-05,moins de 65 ans,2022-2023,24,21,2023,2,6,5,,,,,
2023-02-06,65 ans et plus,2022-2023,423,508,2023,2,0,6,,,,,
2023-02-06,moins de 65 ans,2022-2023,798,521,2023,2,0,6,,,,,
2023-02-07,65 ans et plus,2022-2023,566,505,2023,2,1,6,,,,,
2023-02-07,moins de 65 ans,2022-2023,787,483,2023,2,1,6,,,,,
2023-02-08,65 ans et plus,2022-2023,485,450,2023,2,2,6,,,,,
2023-02-08,moins de 65 ans,2022-2023,689,437,2023,2,2,6,,,,,
2023-02-09,65 ans et plus,2022-2023,504,575,2023,2,3,6,,,,,
2023-02-09,moins de 65 ans,2022-2023,817,535,2023,2,3,6,,,,,
2023-02-10,65 ans et plus,2022-2023,562,563,2023,2,4,6,,,,,
2023-02-10,moins de 65 ans,2022-2023,728,506,2023,2,4,6,,,,,
2023-02-11,65 ans et plus,2022-2023,310,277,2023,2,5,6,,,,,
2023-02-11,moins de 65 ans,2022-2023,445,284,2023,2,5,6,,,,,
2023-02-12,65 ans et plus,2022-2023,2,17,2023,2,6,6,,,,,
2023-02-12,moins de 65 ans,2022-2023,8,8,2023,2,6,6,,,,,
2023-02-13,65 ans et plus,2022-2023,377,484,2023,2,0,7,,,,,
2023-02-13,moins de 65 ans,2022-2023,578,467,2023,2,0,7,,,,,
2023-02-14,65 ans et plus,2022-2023,314,412,2023,2,1,7,,,,,
2023-02-14,moins de 65 ans,2022-2023,532,382,2023,2,1,7,,,,,
2023-02-15,65 ans et plus,2022-2023,225,444,2023,2,2,7,,,,,
2023-02-15,moins de 65 ans,2022-2023,510,398,2023,2,2,7,,,,,
2023-02-16,65 ans et plus,2022-2023,300,383,2023,2,3,7,,,,,
2023-02-16,moins de 65 ans,2022-2023,561,320,2023,2,3,7,,,,,
2023-02-17,65 ans et plus,2022-2023,412,287,2023,2,4,7,,,,,
2023-02-17,moins de 65 ans,2022-2023,517,361,2023,2,4,7,,,,,
2023-02-18,65 ans et plus,2022-2023,190,221,2023,2,5,7,,,,,
2023-02-18,moins de 65 ans,2022-2023,305,203,2023,2,5,7,,,,,
2023-02-19,65 ans et plus,2022-2023,23,26,2023,2,6,7,,,,,
2023-02-19,moins de 65 ans,2022-2023,16,18,2023,2,6,7,,,,,
2023-02-20,65 ans et plus,2022-2023,234,418,2023,2,0,8,,,,,
2023-02-20,moins de 65 ans,2022-2023,363,307,2023,2,0,8,,,,,
2023-02-21,65 ans et plus,2022-2023,207,321,2023,2,1,8,,,,,
2023-02-21,moins de 65 ans,2022-2023,392,323,2023,2,1,8,,,,,
2023-02-22,65 ans et plus,2022-2023,329,301,2023,2,2,8,,,,,
2023-02-22,moins de 65 ans,2022-2023,416,314,2023,2,2,8,,,,,
2023-02-23,65 ans et plus,2022-2023,290,367,2023,2,3,8,,,,,
2023-02-23,moins de 65 ans,2022-2023,500,330,2023,2,3,8,,,,,
2023-02-24,65 ans et plus,2022-2023,403,270,2023,2,4,8,,,,,
2023-02-24,moins de 65 ans,2022-2023,411,292,2023,2,4,8,,,,,
2023-02-25,65 ans et plus,2022-2023,131,145,2023,2,5,8,,,,,
2023-02-25,moins de 65 ans,2022-2023,273,175,2023,2,5,8,,,,,
2023-02-26,65 ans et plus,2022-2023,9,7,2023,2,6,8,,,,,
2023-02-26,moins de 65 ans,2022-2023,28,15,2023,2,6,8,,,,,
2023-02-27,65 ans et plus,2022-2023,259,344,2023,2,0,9,,,,,
2023-02-27,moins de 65 ans,2022-2023,409,291,2023,2,0,9,,,,,
2023-02-28,65 ans et plus,2022-2023,354,361,2023,2,1,9,11219443.0,5373898.0,20834.0,16766.0,81.0
2023-02-28,moins de 65 ans,2022-2023,411,329,2023,2,1,9,11219443.0,5373898.0,20834.0,16766.0,81.0
2023-10-17,65 ans et plus,2023-2024,460513,165358,2023,10,1,42,,,,,
2023-10-17,moins de 65 ans,2023-2024,109899,45120,2023,10,1,42,,,,,
2023-10-18,65 ans et plus,2023-2024,315498,120833,2023,10,2,42,,,,,
2023-10-18,moins de 65 ans,2023-2024,77909,33324,2023,10,2,42,,,,,
2023-10-19,65 ans et plus,2023-2024,300589,126152,2023,10,3,42,,,,,
2023-10-19,moins de 65 ans,2023-2024,70954,32594,2023,10,3,42,,,,,
2023-10-20,65 ans et plus,2023-2024,255531,112963,2023,10,4,42,,,,,
2023-10-20,moins de 65 ans,2023-2024,70718,34831,2023,10,4,42,,,,,
2023-10-21,65 ans et plus,2023-2024,103700,32658,2023,10,5,42,,,,,
2023-10-21,moins de 65 ans,2023-2024,40878,18330,2023,10,5,42,,,,,
2023-10-22,65 ans et plus,2023-2024,1493,265,2023,10,6,42,,,,,
2023-10-22,moins de 65 ans,2023-2024,435,212,2023,10,6,42,,,,,
2023-10-23,65 ans et plus,2023-2024,218232,97705,2023,10,0,43,,,,,
2023-10-23,moins de 65 ans,2023-2024,59534,27917,2023,10,0,43,,,,,
2023-10-24,65 ans et plus,2023-2024,252434,119787,2023,10,1,43,,,,,
2023-10-24,moins de 65 ans,2023-2024,62660,30503,2023,10,1,43,,,,,
2023-10-25,65 ans et plus,2023-2024,200503,90320,2023,10,2,43,,,,,
2023-10-25,moins de 65 ans,2023-2024,53089,24523,2023,10,2,43,,,,,
2023-10-26,65 ans et plus,2023-2024,195061,92667,2023,10,3,43,,,,,
2023-10-26,moins de 65 ans,2023-2024,52435,25280,2023,10,3,43,,,,,
2023-10-27,65 ans et plus,2023-2024,190841,91062,2023,10,4,43,,,,,
2023-10-27,moins de 65 ans,2023-2024,56153,28542,2023,10,4,43,,,,,
2023-10-28,65 ans et plus,2023-2024,77933,26060,2023,10,5,43,,,,,
2023-10-28,moins de 65 ans,2023-2024,31992,14513,2023,10,5,43,,,,,
2023-10-29,65 ans et plus,2023-2024,1137,326,2023,10,6,43,,,,,
2023-10-29,moins de 65 ans,2023-2024,488,194,2023,10,6,43,,,,,
2023-10-30,65 ans et plus,2023-2024,183332,85891,2023,10,0,44,,,,,
2023-10-30,moins de 65 ans,2023-2024,54468,26453,2023,10,0,44,,,,,
2023-10-31,65 ans et plus,2023-2024,218565,105785,2023,10,1,44,,,,,
2023-10-31,moins de 65 ans,2023-2024,60440,29422,2023,10,1,44,,,,,
2023-11-01,65 ans et plus,2023-2024,1820,739,2023,11,2,44,,,,,
2023-11-01,moins de 65 ans,2023-2024,835,371,2023,11,2,44,,,,,
2023-11-02,65 ans et plus,2023-2024,184810,89474,2023,11,3,44,,,,,
2023-11-02,moins de 65 ans,2023-2024,55418,27031,2023,11,3,44,,,,,
2023-11-03,65 ans et plus,2023-2024,219545,111818,2023,11,4,44,,,,,
2023-11-03,moins de 65 ans,2023-2024,64035,33956,2023,11,4,44,,,,,
2023-11-04,65 ans et plus,2023-2024,81605,30535,2023,11,5,44,,,,,
2023-11-04,moins de 65 ans,2023-2024,35082,16694,2023,11,5,44,,,,,
2023-11-05,65 ans et plus,2023-2024,839,293,2023,11,6,44,,,,,
2023-11-05,moins de 65 ans,2023-2024,402,221,2023,11,6,44,,,,,
2023-11-06,65 ans et plus,2023-2024,235083,124365,2023,11,0,45,,,,,
2023-11-06,moins de 65 ans,2023-2024,58802,28976,2023,11,0,45,,,,,
2023-11-07,65 ans et plus,2023-2024,271855,150665,2023,11,1,45,,,,,
2023-11-07,moins de 65 ans,2023-2024,62519,31647,2023,11,1,45,,,,,
2023-11-08,65 ans et plus,2023-2024,210263,113110,2023,11,2,45,,,,,
2023-11-08,moins de 65 ans,2023-2024,55074,26937,2023,11,2,45,,,,,
2023-11-09,65 ans et plus,2023-2024,215236,121136,2023,11,3,45,,,,,
2023-11-09,moins de 65 ans,2023-2024,54757,27719,2023,11,3,45,,,,,
2023-11-10,65 ans et plus,2023-2024,212245,118375,2023,11,4,45,,,,,
2023-11-10,moins de 65 ans,2023-2024,64124,34555,2023,11,4,45,,,,,
2023-11-11,65 ans et plus,2023-2024,2578,858,2023,11,5,45,,,,,
2023-11-11,moins de 65 ans,2023-2024,1673,628,2023,11,5,45,,,,,
2023-11-12,65 ans et plus,2023-2024,776,288,2023,11,6,45,,,,,
2023-11-12,moins de 65 ans,2023-2024,540,174,2023,11,6,45,,,,,
2023-11-13,65 ans et plus,2023-2024,214073,118954,2023,11,0,46,,,,,
2023-11-13,moins de 65 ans,2023-2024,56686,28483,2023,11,0,46,,,,,
2023-11-14,65 ans et plus,2023-2024,235527,142255,2023,11,1,46,,,,,
2023-11-14,moins de 65 ans,2023-2024,57133,29755,2023,11,1,46,,,,,
2023-11-15,65 ans et plus,2023-2024,186627,111556,2023,11,2,46,,,,,
2023-11-15,moins de 65 ans,2023-2024,51264,26722,2023,11,2,46,,,,,
2023-11-16,65 ans et plus,2023-2024,169419,103550,2023,11,3,46,,,,,
2023-11-16,moins de 65 ans,2023-2024,45106,23903,2023,11,3,46,,,,,
2023-11-17,65 ans et plus,2023-2024,164936,102840,2023,11,4,46,,,,,
2023-11-17,moins de 65 ans,2023-2024,52249,29866,2023,11,4,46,,,,,
2023-11-18,65 ans et plus,2023-2024,55835,26647,2023,11,5,46,,,,,
2023-11-18,moins de 65 ans,2023-2024,31942,17214,2023,11,5,46,,,,,
2023-11-19,65 ans et plus,2023-2024,608,211,2023,11,6,46,,,,,
2023-11-19,moins de 65 ans,2023-2024,443,163,2023,11,6,46,,,,,
2023-11-20,65 ans et plus,2023-2024,148910,95141,2023,11,0,47,,,,,
2023-11-20,moins de 65 ans,2023-2024,43661,23549,2023,11,0,47,,,,,
2023-11-21,65 ans et plus,2023-2024,165047,107664,2023,11,1,47,,,,,
2023-11-21,moins de 65 ans,2023-2024,44373,24741,2023,11,1,47,,,,,
2023-11-22,65 ans et plus,2023-2024,123742,78683,2023,11,2,47,,,,,
2023-11-22,moins de 65 ans,2023-2024,39395,21286,2023,11,2,47,,,,,
2023-11-23,65 ans et plus,2023-2024,125475,80829,2023,11,3,47,,,,,
2023-11-23,moins de 65 ans,2023-2024,37328,20648,2023,11,3,47,,,,,
2023-11-24,65 ans et plus,2023-2024,120489,78890,2023,11,4,47,,,,,
2023-11-24,moins de 65 ans,2023-2024,42706,25275,2023,11,4,47,,,,,
2023-11-25,65 ans et plus,2023-2024,42430,21630,2023,11,5,47,,,,,
2023-11-25,moins de 65 ans,2023-2024,25784,14107,2023,11,5,47,,,,,
2023-11-26,65 ans et plus,2023-2024,373,145,2023,11,6,47,,,,,
2023-11-26,moins de 65 ans,2023-2024,340,169,2023,11,6,47,,,,,
2023-11-27,65 ans et plus,2023-2024,105969,69847,2023,11,0,48,,,,,
2023-11-27,moins de 65 ans,2023-2024,34569,18791,2023,11,0,48,,,,,
2023-11-28,65 ans et plus,2023-2024,122574,83264,2023,11,1,48,,,,,
2023-11-28,moins de 65 ans,2023-2024,36585,20484,2023,11,1,48,,,,,
2023-11-29,65 ans et plus,2023-2024,93716,60762,2023,11,2,48,,,,,
2023-11-29,moins de 65 ans,2023-2024,33570,18143,2023,11,2,48,,,,,
2023-11-30,65 ans et plus,2023-2024,94177,63289,2023,11,3,48,,,,,
2023-11-30,moins de 65 ans,2023-2024,31418,17375,2023,11,3,48,,,,,
2023-12-01,65 ans et plus,2023-2024,91116,62594,2023,12,4,48,,,,,
2023-12-01,moins de 65 ans,2023-2024,35154,21350,2023,12,4,48,,,,,
2023-12-02,65 ans et plus,2023-2024,32141,18175,2023,12,5,48,,,,,
2023-12-02,moins de 65 ans,2023-2024,21756,12480,2023,12,5,48,,,,,
2023-12-03,65 ans et plus,2023-2024,351,151,2023,12,6,48,,,,,
2023-12-03,moins de 65 ans,2023-2024,353,183,2023,12,6,48,,,,,
2023-12-04,65 ans et plus,2023-2024,76705,52991,2023,12,0,49,,,,,
2023-12-04,moins de 65 ans,2023-2024,27687,16318,2023,12,0,49,,,,,
2023-12-05,65 ans et plus,2023-2024,90360,63320,2023,12,1,49,,,,,
2023-12-05,moins de 65 ans,2023-2024,29270,17137,2023,12,1,49,,,,,
2023-12-06,65 ans et plus,2023-2024,69153,46721,2023,12,2,49,,,,,
2023-12-06,moins de 65 ans,2023-2024,26224,14921,2023,12,2,49,,,,,
2023-12-07,65 ans et plus,2023-2024,74786,51810,2023,12,3,49,,,,,
2023-12-07,moins de 65 ans,2023-2024,26524,15986,2023,12,3,49,,,,,
2023-12-08,65 ans et plus,2023-2024,70281,50129,2023,12,4,49,,,,,
2023-12-08,moins de 65 ans,2023-2024,29992,18755,2023,12,4,49,,,,,
2023-12-09,65 ans et plus,2023-2024,22842,13277,2023,12,5,49,,,,,
2023-12-09,moins de 65 ans,2023-2024,17685,10188,2023,12,5,49,,,,,
2023-12-10,65 ans et plus,2023-2024,192,119,2023,12,6,49,,,,,
2023-12-10,moins de 65 ans,2023-2024,355,174,2023,12,6,49,,,,,
2023-12-11,65 ans et plus,2023-2024,58286,40992,2023,12,0,50,,,,,
2023-12-11,moins de 65 ans,2023-2024,23224,14081,2023,12,0,50,,,,,
2023-12-12,65 ans et plus,2023-2024,60320,43464,2023,12,1,50,,,,,
2023-12-12,moins de 65 ans,2023-2024,22916,14349,2023,12,1,50,,,,,
2023-12-13,65 ans et plus,2023-2024,46069,32619,2023,12,2,50,,,,,
2023-12-13,moins de 65 ans,2023-2024,20515,12203,2023,12,2,50,,,,,
2023-12-14,65 ans et plus,2023-2024,53286,37864,2023,12,3,50,,,,,
2023-12-14,moins de 65 ans,2023-2024,21688,13292,2023,12,3,50,,,,,
2023-12-15,65 ans et plus,2023-2024,50499,36273,2023,12,4,50,,,,,
2023-12-15,moins de 65 ans,2023-2024,23877,15482,2023,12,4,50,,,,,
2023-12-16,65 ans et plus,2023-2024,18144,11619,2023,12,5,50,,,,,
2023-12-16,moins de 65 ans,2023-2024,14506,9035,2023,12,5,50,,,,,
2023-12-17,65 ans et plus,2023-2024,200,145,2023,12,6,50,,,,,
2023-12-17,moins de 65 ans,2023-2024,333,140,2023,12,6,50,,,,,
2023-12-18,65 ans et plus,2023-2024,37720,27432,2023,12,0,51,,,,,
2023-12-18,moins de 65 ans,2023-2024,18296,11618,2023,12,0,51,,,,,
2023-12-19,65 ans et plus,2023-2024,38774,27983,2023,12,1,51,,,,,
2023-12-19,moins de 65 ans,2023-2024,17797,11355,2023,12,1,51,,,,,
2023-12-20,65 ans et plus,2023-2024,25972,17798,2023,12,2,51,,,,,
2023-12-20,moins de 65 ans,2023-2024,14240,8780,2023,12,2,51,,,,,
2023-12-21,65 ans et plus,2023-2024,23821,16079,2023,12,3,51,,,,,
2023-12-21,moins de 65 ans,2023-2024,13035,7939,2023,12,3,51,,,,,
2023-12-22,65 ans et plus,2023-2024,19936,13489,2023,12,4,51,,,,,
2023-12-22,moins de 65 ans,2023-2024,12828,7933,2023,12,4,51,,,,,
